parameter_A,parameter_B,channels,additive_cv_rmse,joint_cv_rmse,interaction_rmse_improvement_pct,additive_cv_r2,joint_cv_r2,interaction_incremental_r2,shap_interaction_strength,h_statistic_strength,fold_reproducibility,high_yield_region,low_yield_region,conditional_effect_description,evidence_label,reason
MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_PIV_Drain_Lag_1,B_existing_shap_interaction+C_existing_h_statistic,1.9869,1.8118,8.812,0.2209,0.3452,0.1242,0.0,0.0,5/5,"MEASURE_ET_DC_SEC_X_Bin in [-inf, 2.195] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [6.137, 6.999]","MEASURE_ET_DC_SEC_X_Bin in [5.146, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of MEASURE_ET_DC_SEC_X_Bin (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = +0.094 pt, medium = -0.074 pt, high = -3.538 pt. The effect of MEASURE_ET_DC_SEC_X_Bin is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 3.538 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is medium (0.074 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1242."
TOPSIN_ET_lkg_C450pf,THIN_ET_Rc_f_hr_23,A_top_score1_nonadditivity,2.0012,1.8409,8.011,0.1997,0.3236,0.1239,0.00069,0.0667,5/5,"TOPSIN_ET_lkg_C450pf in [-inf, 0.04826] AND THIN_ET_Rc_f_hr_23 in [0.2228, 0.2408]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND THIN_ET_Rc_f_hr_23 in [0.2228, 0.2408]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when THIN_ET_Rc_f_hr_23 is low = -2.664 pt, medium = -1.355 pt, high = -2.981 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when THIN_ET_Rc_f_hr_23 is high (a decrease of 2.981 pt) and smallest when THIN_ET_Rc_f_hr_23 is medium (1.355 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1239."
THIN_ET_lkg_100_at20V,CATHODE_ET_Rcat_cn_3_OW_ST,A_top_score1_nonadditivity,1.9276,1.7704,8.158,0.2544,0.3766,0.1222,0.0,0.0,5/5,"THIN_ET_lkg_100_at20V in [-inf, 0.04549] AND CATHODE_ET_Rcat_cn_3_OW_ST in [-inf, 0.1782]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND CATHODE_ET_Rcat_cn_3_OW_ST in [0.2376, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when CATHODE_ET_Rcat_cn_3_OW_ST is low = -3.068 pt, medium = -0.786 pt, high = -2.559 pt. The effect of THIN_ET_lkg_100_at20V is largest when CATHODE_ET_Rcat_cn_3_OW_ST is low (a decrease of 3.068 pt) and smallest when CATHODE_ET_Rcat_cn_3_OW_ST is medium (0.786 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1222."
MEASURE_ET_DC_Stress_Id_stress_before,TOPSIN_ET_Rc_f_tn_23,D_tree_path_cooccurrence,2.2087,2.0632,6.588,0.0358,0.1575,0.1218,0.00435,0.012,5/5,"MEASURE_ET_DC_Stress_Id_stress_before in [2.75, +inf] AND TOPSIN_ET_Rc_f_tn_23 in [-inf, 0.1814]","MEASURE_ET_DC_Stress_Id_stress_before in [-0.3852, 0.9351] AND TOPSIN_ET_Rc_f_tn_23 in [0.2445, +inf]","Effect of MEASURE_ET_DC_Stress_Id_stress_before (low->high) on Yield: when TOPSIN_ET_Rc_f_tn_23 is low = +0.385 pt, medium = +1.883 pt, high = -0.492 pt. The effect of MEASURE_ET_DC_Stress_Id_stress_before is largest when TOPSIN_ET_Rc_f_tn_23 is medium (an increase of 1.883 pt) and smallest when TOPSIN_ET_Rc_f_tn_23 is low (0.385 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1218."
TOPSIN_ET_DC_PIV_Drain_Lag_0,TOPSIN_ET_R_f_hr_3,B_existing_shap_interaction+C_existing_h_statistic,2.0356,1.8806,7.615,0.1877,0.3094,0.1217,0.01488,0.341,5/5,"TOPSIN_ET_DC_PIV_Drain_Lag_0 in [-inf, 5.052] AND TOPSIN_ET_R_f_hr_3 in [5.751, 6.682]","TOPSIN_ET_DC_PIV_Drain_Lag_0 in [8.204, +inf] AND TOPSIN_ET_R_f_hr_3 in [6.682, 8.087]","Effect of TOPSIN_ET_DC_PIV_Drain_Lag_0 (low->high) on Yield: when TOPSIN_ET_R_f_hr_3 is low = -1.524 pt, medium = -1.352 pt, high = -2.578 pt. The effect of TOPSIN_ET_DC_PIV_Drain_Lag_0 is largest when TOPSIN_ET_R_f_hr_3 is high (a decrease of 2.578 pt) and smallest when TOPSIN_ET_R_f_hr_3 is medium (1.352 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1217."
MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,B_existing_shap_interaction+C_existing_h_statistic,1.9398,1.762,9.166,0.2577,0.379,0.1213,0.0,0.0,5/5,"MEASURE_ET_DC_SMALL_Ids_m0p2 in [-inf, 0.311] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","MEASURE_ET_DC_SMALL_Ids_m0p2 in [2.026, 3.421] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of MEASURE_ET_DC_SMALL_Ids_m0p2 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -1.283 pt, medium = -1.745 pt, high = -0.328 pt. The effect of MEASURE_ET_DC_SMALL_Ids_m0p2 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is medium (a decrease of 1.745 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (0.328 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1213."
TOPSIN_ET_C100Cap1pf,MEASURE_ET_CapPARCAP_0,B_existing_shap_interaction,2.1115,1.9658,6.899,0.1198,0.2408,0.121,0.01254,0.1613,5/5,"TOPSIN_ET_C100Cap1pf in [-inf, 0.6956] AND MEASURE_ET_CapPARCAP_0 in [-inf, 0.1816]","TOPSIN_ET_C100Cap1pf in [0.6956, 0.7786] AND MEASURE_ET_CapPARCAP_0 in [0.2505, +inf]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when MEASURE_ET_CapPARCAP_0 is low = -2.402 pt, medium = -1.489 pt, high = +0.569 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when MEASURE_ET_CapPARCAP_0 is low (a decrease of 2.402 pt) and smallest when MEASURE_ET_CapPARCAP_0 is high (0.569 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1210."
TOPSIN_ET_lkg_CapPARCAP,MEASURE_ET_DC_SEC_Vp_1mA,A_top_score2_nonadditivity+E_weak_marginal_strong_conditional,2.061,1.9034,7.65,0.1553,0.2734,0.1181,0.0,0.0,5/5,"TOPSIN_ET_lkg_CapPARCAP in [0.06349, 0.08789] AND MEASURE_ET_DC_SEC_Vp_1mA in [-0.9818, -0.8693]","TOPSIN_ET_lkg_CapPARCAP in [0.1163, +inf] AND MEASURE_ET_DC_SEC_Vp_1mA in [-0.9818, -0.8693]","Effect of TOPSIN_ET_lkg_CapPARCAP (low->high) on Yield: when MEASURE_ET_DC_SEC_Vp_1mA is low = -2.026 pt, medium = -2.818 pt, high = -1.229 pt. The effect of TOPSIN_ET_lkg_CapPARCAP is largest when MEASURE_ET_DC_SEC_Vp_1mA is medium (a decrease of 2.818 pt) and smallest when MEASURE_ET_DC_SEC_Vp_1mA is high (1.229 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1181."
MEASURE_ET_RF_Modeling_K,MEASURE_ET_DC_RF_Vt_gd,F_score_disagreement,2.2616,2.1183,6.335,-0.0131,0.1046,0.1177,1e-05,0.0019,5/5,"MEASURE_ET_RF_Modeling_K in [26.6, +inf] AND MEASURE_ET_DC_RF_Vt_gd in [-inf, 5.244]","MEASURE_ET_RF_Modeling_K in [24.54, 25.44] AND MEASURE_ET_DC_RF_Vt_gd in [-inf, 5.244]","Effect of MEASURE_ET_RF_Modeling_K (low->high) on Yield: when MEASURE_ET_DC_RF_Vt_gd is low = -0.519 pt, medium = +0.287 pt, high = -0.174 pt. The effect of MEASURE_ET_RF_Modeling_K is largest when MEASURE_ET_DC_RF_Vt_gd is low (a decrease of 0.519 pt) and smallest when MEASURE_ET_DC_RF_Vt_gd is high (0.174 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1177."
MEASURE_ET_ABVIETCH,MEASURE_ET_DC_Stress_Id_stress_before,B_existing_shap_interaction+C_existing_h_statistic,2.1778,2.0426,6.21,0.0606,0.1738,0.1132,0.0097,0.0781,5/5,"MEASURE_ET_ABVIETCH in [26.26, +inf] AND MEASURE_ET_DC_Stress_Id_stress_before in [2.75, +inf]","MEASURE_ET_ABVIETCH in [-inf, 22.84] AND MEASURE_ET_DC_Stress_Id_stress_before in [2.75, +inf]","Effect of MEASURE_ET_ABVIETCH (low->high) on Yield: when MEASURE_ET_DC_Stress_Id_stress_before is low = +0.672 pt, medium = +0.144 pt, high = +3.653 pt. The effect of MEASURE_ET_ABVIETCH is largest when MEASURE_ET_DC_Stress_Id_stress_before is high (an increase of 3.653 pt) and smallest when MEASURE_ET_DC_Stress_Id_stress_before is medium (0.144 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1132."
MEASURE_ET_DC_Big_S12dB_10GHz,MEASURE_ET_DC_SMALL_Ids_m0p2,B_existing_shap_interaction,2.1267,1.9906,6.401,0.11,0.2201,0.1102,0.00334,0.1176,5/5,"MEASURE_ET_DC_Big_S12dB_10GHz in [-27.53, -25.63] AND MEASURE_ET_DC_SMALL_Ids_m0p2 in [1.213, 2.026]","MEASURE_ET_DC_Big_S12dB_10GHz in [-22.73, +inf] AND MEASURE_ET_DC_SMALL_Ids_m0p2 in [2.026, 3.421]","Effect of MEASURE_ET_DC_Big_S12dB_10GHz (low->high) on Yield: when MEASURE_ET_DC_SMALL_Ids_m0p2 is low = -0.212 pt, medium = -1.888 pt, high = +0.257 pt. The effect of MEASURE_ET_DC_Big_S12dB_10GHz is largest when MEASURE_ET_DC_SMALL_Ids_m0p2 is medium (a decrease of 1.888 pt) and smallest when MEASURE_ET_DC_SMALL_Ids_m0p2 is low (0.212 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1102."
TOPSIN_ET_DC_PIV_Drain_Lag_1,THIN_ET_Rc_TF_AB_2,A_top_score1_nonadditivity,1.962,1.8126,7.615,0.2376,0.3471,0.1095,0.0,0.0,5/5,"TOPSIN_ET_DC_PIV_Drain_Lag_1 in [6.137, 6.999] AND THIN_ET_Rc_TF_AB_2 in [-inf, 0.1821]","TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf] AND THIN_ET_Rc_TF_AB_2 in [0.2388, +inf]","Effect of TOPSIN_ET_DC_PIV_Drain_Lag_1 (low->high) on Yield: when THIN_ET_Rc_TF_AB_2 is low = -1.938 pt, medium = -1.870 pt, high = -3.406 pt. The effect of TOPSIN_ET_DC_PIV_Drain_Lag_1 is largest when THIN_ET_Rc_TF_AB_2 is high (a decrease of 3.406 pt) and smallest when THIN_ET_Rc_TF_AB_2 is medium (1.870 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1095."
THIN_ET_lkg_100_at20V,MEASURE_ET_Rc_OG142_GN,A_top_score1_nonadditivity+B_existing_shap_interaction+C_existing_h_statistic,1.8822,1.7381,7.658,0.2857,0.3945,0.1088,0.0,0.0,5/5,"THIN_ET_lkg_100_at20V in [0.04549, 0.06038] AND MEASURE_ET_Rc_OG142_GN in [0.1859, 0.2046]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND MEASURE_ET_Rc_OG142_GN in [0.244, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when MEASURE_ET_Rc_OG142_GN is low = -2.344 pt, medium = -1.387 pt, high = -2.671 pt. The effect of THIN_ET_lkg_100_at20V is largest when MEASURE_ET_Rc_OG142_GN is high (a decrease of 2.671 pt) and smallest when MEASURE_ET_Rc_OG142_GN is medium (1.387 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1088."
THIN_ET_lkg_100_at20V,TOPSIN_ET_CapPARCAP_0,A_top_score1_nonadditivity,1.9343,1.7997,6.963,0.2423,0.3471,0.1049,0.0,0.0,5/5,"THIN_ET_lkg_100_at20V in [-inf, 0.04549] AND TOPSIN_ET_CapPARCAP_0 in [0.1799, 0.2016]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND TOPSIN_ET_CapPARCAP_0 in [0.2398, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when TOPSIN_ET_CapPARCAP_0 is low = -2.054 pt, medium = -0.812 pt, high = -3.340 pt. The effect of THIN_ET_lkg_100_at20V is largest when TOPSIN_ET_CapPARCAP_0 is high (a decrease of 3.340 pt) and smallest when TOPSIN_ET_CapPARCAP_0 is medium (0.812 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1049."
TOPSIN_ET_C100Cap1pf,MEASURE_ET_lkg_50_at20V,B_existing_shap_interaction+D_tree_path_cooccurrence,2.0324,1.8951,6.758,0.1824,0.2856,0.1032,0.00673,0.0441,5/5,"TOPSIN_ET_C100Cap1pf in [0.6956, 0.7786] AND MEASURE_ET_lkg_50_at20V in [-inf, 0.04449]","TOPSIN_ET_C100Cap1pf in [-inf, 0.6956] AND MEASURE_ET_lkg_50_at20V in [0.1274, +inf]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when MEASURE_ET_lkg_50_at20V is low = -0.726 pt, medium = -2.598 pt, high = +0.746 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when MEASURE_ET_lkg_50_at20V is medium (a decrease of 2.598 pt) and smallest when MEASURE_ET_lkg_50_at20V is low (0.726 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1032."
THIN_ET_Rc_OG142,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,1.9352,1.7917,7.415,0.2527,0.3558,0.1031,0.0,0.0,5/5,"THIN_ET_Rc_OG142 in [-inf, 0.1805] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","THIN_ET_Rc_OG142 in [0.2237, 0.2421] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of THIN_ET_Rc_OG142 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -1.159 pt, medium = -1.100 pt, high = -2.805 pt. The effect of THIN_ET_Rc_OG142 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 2.805 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is medium (1.100 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1031."
THIN_ET_lkg_100_at20V,SIN_GATE_ET_Rc_an_ct2,A_top_score1_nonadditivity+B_existing_shap_interaction+C_existing_h_statistic,1.9166,1.7862,6.803,0.2699,0.3718,0.1019,0.00079,0.0921,5/5,"THIN_ET_lkg_100_at20V in [0.04549, 0.06038] AND SIN_GATE_ET_Rc_an_ct2 in [0.2038, 0.2211]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND SIN_GATE_ET_Rc_an_ct2 in [0.2445, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when SIN_GATE_ET_Rc_an_ct2 is low = -1.482 pt, medium = -1.682 pt, high = -3.280 pt. The effect of THIN_ET_lkg_100_at20V is largest when SIN_GATE_ET_Rc_an_ct2 is high (a decrease of 3.280 pt) and smallest when SIN_GATE_ET_Rc_an_ct2 is low (1.482 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1019."
THIN_ET_lkg_100_at20V,FIC_ET_Rc_f_hr_23,A_top_score1_nonadditivity,1.9438,1.8102,6.873,0.2399,0.3417,0.1018,0.00055,0.0904,5/5,"THIN_ET_lkg_100_at20V in [0.06038, 0.08743] AND FIC_ET_Rc_f_hr_23 in [0.2025, 0.2205]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND FIC_ET_Rc_f_hr_23 in [0.2415, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when FIC_ET_Rc_f_hr_23 is low = -1.937 pt, medium = -1.484 pt, high = -3.165 pt. The effect of THIN_ET_lkg_100_at20V is largest when FIC_ET_Rc_f_hr_23 is high (a decrease of 3.165 pt) and smallest when FIC_ET_Rc_f_hr_23 is medium (1.484 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1018."
TOPSIN_ET_C100Cap1pf,MEASURE_ET_DC_SMALL_Ids_m0p2,D_tree_path_cooccurrence,2.1333,2.0108,5.742,0.1019,0.2029,0.1009,0.0025,0.0221,5/5,"TOPSIN_ET_C100Cap1pf in [0.6956, 0.7786] AND MEASURE_ET_DC_SMALL_Ids_m0p2 in [-inf, 0.311]","TOPSIN_ET_C100Cap1pf in [0.8836, +inf] AND MEASURE_ET_DC_SMALL_Ids_m0p2 in [0.311, 1.213]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when MEASURE_ET_DC_SMALL_Ids_m0p2 is low = -2.099 pt, medium = -1.492 pt, high = +0.287 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when MEASURE_ET_DC_SMALL_Ids_m0p2 is low (a decrease of 2.099 pt) and smallest when MEASURE_ET_DC_SMALL_Ids_m0p2 is high (0.287 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.1009."
THIN_ET_TF_AB_2,MEASURE_ET_Load_Pull_GL_set,F_score_disagreement,2.1811,2.0675,5.207,0.0619,0.1603,0.0985,0.0,0.0,5/5,"THIN_ET_TF_AB_2 in [1.653, 2.612] AND MEASURE_ET_Load_Pull_GL_set in [4.379, +inf]","THIN_ET_TF_AB_2 in [4.837, +inf] AND MEASURE_ET_Load_Pull_GL_set in [2.386, 3.352]","Effect of THIN_ET_TF_AB_2 (low->high) on Yield: when MEASURE_ET_Load_Pull_GL_set is low = -0.237 pt, medium = -0.946 pt, high = +1.009 pt. The effect of THIN_ET_TF_AB_2 is largest when MEASURE_ET_Load_Pull_GL_set is high (an increase of 1.009 pt) and smallest when MEASURE_ET_Load_Pull_GL_set is low (0.237 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0985."
THIN_ET_lkg_100_at20V,MEASURE_ET_Rcat_cn_2,A_top_score1_nonadditivity+B_existing_shap_interaction+C_existing_h_statistic,1.8338,1.6977,7.421,0.3306,0.4285,0.0979,1e-05,0.0006,5/5,"THIN_ET_lkg_100_at20V in [-inf, 0.04549] AND MEASURE_ET_Rcat_cn_2 in [0.2026, 0.2216]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND MEASURE_ET_Rcat_cn_2 in [0.2426, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when MEASURE_ET_Rcat_cn_2 is low = -2.783 pt, medium = -1.125 pt, high = -2.451 pt. The effect of THIN_ET_lkg_100_at20V is largest when MEASURE_ET_Rcat_cn_2 is low (a decrease of 2.783 pt) and smallest when MEASURE_ET_Rcat_cn_2 is medium (1.125 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0979."
THIN_ET_lkg_100_at20V,TFRP_ET_Rc_TF_AB_2,A_top_score1_nonadditivity,1.9529,1.8277,6.409,0.238,0.3355,0.0975,0.0,0.0,5/5,"THIN_ET_lkg_100_at20V in [-inf, 0.04549] AND TFRP_ET_Rc_TF_AB_2 in [0.1986, 0.2224]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND TFRP_ET_Rc_TF_AB_2 in [0.2465, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when TFRP_ET_Rc_TF_AB_2 is low = -2.187 pt, medium = -1.617 pt, high = -2.869 pt. The effect of THIN_ET_lkg_100_at20V is largest when TFRP_ET_Rc_TF_AB_2 is high (a decrease of 2.869 pt) and smallest when TFRP_ET_Rc_TF_AB_2 is medium (1.617 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0975."
MEASURE_ET_DC_Big_S12dB_10GHz,MEASURE_ET_ABVIETCH,B_existing_shap_interaction+C_existing_h_statistic,2.1425,2.025,5.484,0.0938,0.1903,0.0966,0.01223,0.2115,5/5,"MEASURE_ET_DC_Big_S12dB_10GHz in [-25.63, -24.27] AND MEASURE_ET_ABVIETCH in [25.13, 26.26]","MEASURE_ET_DC_Big_S12dB_10GHz in [-22.73, +inf] AND MEASURE_ET_ABVIETCH in [-inf, 22.84]","Effect of MEASURE_ET_DC_Big_S12dB_10GHz (low->high) on Yield: when MEASURE_ET_ABVIETCH is low = -1.955 pt, medium = -0.042 pt, high = +0.708 pt. The effect of MEASURE_ET_DC_Big_S12dB_10GHz is largest when MEASURE_ET_ABVIETCH is low (a decrease of 1.955 pt) and smallest when MEASURE_ET_ABVIETCH is medium (0.042 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0966."
TOPSIN_ET_lkg_C450pf,MEASURE_ET_Rc_an_ct2,A_top_score1_nonadditivity,1.9607,1.8318,6.577,0.2343,0.3303,0.096,0.0,0.0,5/5,"TOPSIN_ET_lkg_C450pf in [-inf, 0.04826] AND MEASURE_ET_Rc_an_ct2 in [0.1845, 0.2042]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND MEASURE_ET_Rc_an_ct2 in [0.2432, +inf]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when MEASURE_ET_Rc_an_ct2 is low = -2.700 pt, medium = -1.306 pt, high = -3.096 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when MEASURE_ET_Rc_an_ct2 is high (a decrease of 3.096 pt) and smallest when MEASURE_ET_Rc_an_ct2 is medium (1.306 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0960."
MEASURE_ET_DC_RF_Max_S11_Freq_L1002,TOPSIN_ET_R514,F_score_disagreement,2.2213,2.1104,4.992,0.0266,0.1213,0.0946,0.0,0.0,5/5,"MEASURE_ET_DC_RF_Max_S11_Freq_L1002 in [-10.59, +inf] AND TOPSIN_ET_R514 in [-inf, 12.37]","MEASURE_ET_DC_RF_Max_S11_Freq_L1002 in [-inf, -14.01] AND TOPSIN_ET_R514 in [15.18, +inf]","Effect of MEASURE_ET_DC_RF_Max_S11_Freq_L1002 (low->high) on Yield: when TOPSIN_ET_R514 is low = +0.979 pt, medium = -0.863 pt, high = -0.106 pt. The effect of MEASURE_ET_DC_RF_Max_S11_Freq_L1002 is largest when TOPSIN_ET_R514 is low (an increase of 0.979 pt) and smallest when TOPSIN_ET_R514 is high (0.106 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0946."
MEASURE_ET_DC_Stress_Id_stress_before,MEASURE_ET_RF_Modeling_S21_25G_Before,D_tree_path_cooccurrence,2.2315,2.1168,5.141,0.0216,0.1159,0.0943,0.00489,0.09,5/5,"MEASURE_ET_DC_Stress_Id_stress_before in [-0.3852, 0.9351] AND MEASURE_ET_RF_Modeling_S21_25G_Before in [15.64, +inf]","MEASURE_ET_DC_Stress_Id_stress_before in [-0.3852, 0.9351] AND MEASURE_ET_RF_Modeling_S21_25G_Before in [14.56, 15.07]","Effect of MEASURE_ET_DC_Stress_Id_stress_before (low->high) on Yield: when MEASURE_ET_RF_Modeling_S21_25G_Before is low = +0.147 pt, medium = +1.091 pt, high = +0.380 pt. The effect of MEASURE_ET_DC_Stress_Id_stress_before is largest when MEASURE_ET_RF_Modeling_S21_25G_Before is medium (an increase of 1.091 pt) and smallest when MEASURE_ET_RF_Modeling_S21_25G_Before is low (0.147 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0943."
THIN_ET_Rc_cat_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,1.9883,1.8659,6.157,0.2179,0.3116,0.0938,0.00029,0.1402,5/5,"THIN_ET_Rc_cat_ct2 in [-inf, 0.185] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","THIN_ET_Rc_cat_ct2 in [0.2422, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of THIN_ET_Rc_cat_ct2 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.568 pt, medium = -0.350 pt, high = -2.273 pt. The effect of THIN_ET_Rc_cat_ct2 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 2.273 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is medium (0.350 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0938."
MEASURE_ET_Rc_cat_ct2_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity+B_existing_shap_interaction+C_existing_h_statistic,1.9681,1.8422,6.399,0.2356,0.3275,0.0919,0.0,0.0,5/5,"MEASURE_ET_Rc_cat_ct2_OW_ST in [-inf, 0.1856] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","MEASURE_ET_Rc_cat_ct2_OW_ST in [0.2432, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of MEASURE_ET_Rc_cat_ct2_OW_ST (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -1.082 pt, medium = -1.413 pt, high = -1.857 pt. The effect of MEASURE_ET_Rc_cat_ct2_OW_ST is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 1.857 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low (1.082 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0919."
THIN_ET_lkg_100_at20V,THIN_ET_Rcat_cn_3,A_top_score1_nonadditivity,1.919,1.8,6.198,0.2592,0.3511,0.0919,2e-05,0.0017,5/5,"THIN_ET_lkg_100_at20V in [0.04549, 0.06038] AND THIN_ET_Rcat_cn_3 in [-inf, 0.1836]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND THIN_ET_Rcat_cn_3 in [0.2449, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when THIN_ET_Rcat_cn_3 is low = -1.765 pt, medium = -2.187 pt, high = -2.612 pt. The effect of THIN_ET_lkg_100_at20V is largest when THIN_ET_Rcat_cn_3 is high (a decrease of 2.612 pt) and smallest when THIN_ET_Rcat_cn_3 is low (1.765 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0919."
