parameter_A,parameter_B,parameter_C,channels,n_channels
MEASURE_ET_Rc_f_hr_23,MEASURE_ET_USV_Cappf,THIN_ET_Rc_TF_AB_2,2_shared_node_chaining,1
MEASURE_ET_Rc_f_hr_23,MEASURE_ET_USV_Cappf,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,1
MEASURE_ET_Rc_f_hr_23,MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_1,2_shared_node_chaining,1
MEASURE_ET_Rc_f_hr_23,MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_1_OW_ST,2_shared_node_chaining,1
MEASURE_ET_Rc_f_hr_23,MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_3,2_shared_node_chaining,1
MEASURE_ET_Rc_f_hr_23,MEASURE_ET_USV_Cappf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Rc_f_hr_23,MEASURE_ET_USV_Cappf,TOPSIN_ET_R114,2_shared_node_chaining,1
MEASURE_ET_Rc_f_hr_23,MEASURE_ET_USV_Cappf,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,OHMIC_ET_Rc_OG142,THIN_ET_C_AN_2,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,OHMIC_ET_Rc_OG142,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,OHMIC_ET_Rc_OG142,THIN_ET_Rc_TF_AB_2,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,OHMIC_ET_Rc_OG142,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,OHMIC_ET_Rc_OG142,THIN_ET_Rcat_cn_1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,OHMIC_ET_Rc_OG142,THIN_ET_Rcat_cn_1_OW_ST,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,OHMIC_ET_Rc_OG142,THIN_ET_Rcat_cn_3,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,OHMIC_ET_Rc_OG142,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,OHMIC_ET_Rc_OG142,TOPSIN_ET_R114,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,OHMIC_ET_Rc_OG142,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_C_AN_2,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_C_AN_2,THIN_ET_Rc_TF_AB_2,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_C_AN_2,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_C_AN_2,THIN_ET_Rcat_cn_1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_C_AN_2,THIN_ET_Rcat_cn_1_OW_ST,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_C_AN_2,THIN_ET_Rcat_cn_3,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_C_AN_2,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_C_AN_2,TOPSIN_ET_R114,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_C_AN_2,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,THIN_ET_Rc_TF_AB_2,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,THIN_ET_Rcat_cn_1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,THIN_ET_Rcat_cn_1_OW_ST,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,THIN_ET_Rcat_cn_3,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_R114,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rc_TF_AB_2,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rc_TF_AB_2,THIN_ET_Rcat_cn_1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rc_TF_AB_2,THIN_ET_Rcat_cn_1_OW_ST,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rc_TF_AB_2,THIN_ET_Rcat_cn_3,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_R114,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rc_f_hr_23,THIN_ET_Rcat_cn_1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rc_f_hr_23,THIN_ET_Rcat_cn_1_OW_ST,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rc_f_hr_23,THIN_ET_Rcat_cn_3,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rc_f_hr_23,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rc_f_hr_23,TOPSIN_ET_R114,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rc_f_hr_23,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_1,THIN_ET_Rcat_cn_1_OW_ST,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_1,THIN_ET_Rcat_cn_3,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_1,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_1,TOPSIN_ET_R114,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_1,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_1_OW_ST,THIN_ET_Rcat_cn_3,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_R114,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_3,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_3,TOPSIN_ET_R114,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,TOPSIN_ET_Load_Pull_Id_ini,TOPSIN_ET_R114,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,TOPSIN_ET_Load_Pull_Id_ini,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,TOPSIN_ET_R114,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_100,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_50,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_100_at20V,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_C300,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_10,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_100,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_50,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_100_at20V,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_C300,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_50,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_100_at20V,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_10,MEASURE_ET_lkg_100,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
MEASURE_ET_lkg_10,MEASURE_ET_lkg_50,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
MEASURE_ET_lkg_10,MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_10,MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,2_shared_node_chaining,1
MEASURE_ET_lkg_10,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,2_shared_node_chaining,1
MEASURE_ET_lkg_10,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_10,MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_lkg_10,MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_10,MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_10,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_lkg_10,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_100,MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,2_shared_node_chaining,1
MEASURE_ET_lkg_100,MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_100,MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_100,MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_lkg_100,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_lkg_50,MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,1
MEASURE_ET_lkg_50,MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,2_shared_node_chaining,1
MEASURE_ET_lkg_50,MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_50,MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_lkg_50,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_50,MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_50,MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_lkg_50,MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_50,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_lkg_50,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,2_shared_node_chaining,1
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,2_shared_node_chaining,1
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_100_at20V,2_shared_node_chaining,1
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_C300,2_shared_node_chaining,1
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,THIN_ET_TF_AB_2,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,THIN_ET_lkg_10,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,THIN_ET_lkg_100_at20V,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,THIN_ET_lkg_C300,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,SIN_GATE_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,THIN_ET_TF_AB_2,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,THIN_ET_lkg_10,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,THIN_ET_lkg_100_at20V,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,THIN_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,THIN_ET_lkg_C300,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vds_max_0p1mA,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,THIN_ET_TF_AB_2,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,THIN_ET_lkg_5,2_shared_node_chaining,1
