parameter_A,parameter_B,parameter_C,channels,lower_order_cv_rmse,full_3way_cv_rmse,incremental_rmse_improvement_pct,lower_order_cv_r2,full_3way_cv_r2,incremental_r2,fold_reproducibility,evidence_label,reason
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap3,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1556,2.061,4.387,0.0817,0.1587,0.0769,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0769."
SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_lkg_5,3_edge_plus_high_or_medium_conditional,2.0206,1.9308,4.445,0.1851,0.2617,0.0766,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0766."
MEASURE_ET_lkg_C385pf,MEASURE_ET_lkg_USV_Cap,OHMIC_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1587,2.0668,4.257,0.0801,0.1566,0.0765,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0765."
MEASURE_ET_lkg_5,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,2.114,2.0212,4.39,0.1156,0.1919,0.0762,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0762."
MEASURE_ET_lkg_CapFICM1,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap3,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1738,2.0833,4.163,0.0645,0.1405,0.076,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0760."
FIC_ET_lkg_5,MEASURE_ET_lkg_CapFICM1,OHMIC_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1701,2.0791,4.196,0.0674,0.1434,0.076,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0760."
MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1444,2.0553,4.157,0.0882,0.164,0.0758,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0758."
MEASURE_ET_lkg_CapFICM1,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1613,2.0714,4.157,0.0759,0.1514,0.0756,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0756."
MEASURE_ET_C385pf,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_SMALL_Vdg_max,3_edge_plus_high_or_medium_conditional,2.1029,2.0138,4.238,0.122,0.1975,0.0755,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0755."
OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,TOPSIN_ET_lkg_Cap3,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1559,2.0667,4.135,0.0789,0.1542,0.0754,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0754."
FIC_ET_Gm_max,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,MEASURE_ET_LT_SEC_Vbgd1_Vd3,2_shared_node_chaining,2.1783,2.0938,3.881,0.0509,0.1262,0.0753,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0753."
OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional+6_hub_triple_interaction_neighborhood,2.1522,2.0654,4.032,0.0818,0.1568,0.075,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0750."
MEASURE_ET_lkg_100,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap3,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1632,2.0764,4.015,0.0721,0.1472,0.075,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0750."
MEASURE_ET_lkg_5,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.114,2.0221,4.347,0.1167,0.1915,0.0748,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0748."
OHMIC_ET_lkg_5,TOPSIN_ET_C100CapUSV,TOPSIN_ET_lkg_CapFICM1,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.1572,2.0788,3.631,0.0697,0.1443,0.0747,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0747."
MEASURE_ET_lkg_CapFICM1,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1662,2.0807,3.948,0.0659,0.1406,0.0746,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0746."
MEASURE_ET_lkg_100,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap2,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1569,2.0681,4.116,0.0792,0.1538,0.0746,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0746."
MEASURE_ET_lkg_Cap_USV,MEASURE_ET_lkg_USV_Cap,OHMIC_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1689,2.0764,4.266,0.0723,0.1468,0.0745,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0745."
OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1486,2.0632,3.975,0.0824,0.1569,0.0745,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0745."
OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,TOPSIN_ET_lkg_Cap_USV,2_shared_node_chaining,2.1368,2.0469,4.206,0.0975,0.172,0.0745,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0745."
FIC_ET_DC_RF_Vbgs_0p01,FIC_ET_lkg_5,OHMIC_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1021,2.0201,3.899,0.1153,0.1895,0.0742,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0742."
OHMIC_ET_lkg_5,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1467,2.0548,4.279,0.0908,0.1648,0.074,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0740."
MEASURE_ET_lkg_10,MEASURE_ET_lkg_CapFICM1,OHMIC_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1773,2.0905,3.988,0.061,0.1348,0.0739,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0739."
MEASURE_ET_lkg_100,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1647,2.0774,4.035,0.0725,0.1461,0.0736,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0736."
OHMIC_ET_lkg_5,TOPSIN_ET_lkg_C450pf,TOPSIN_ET_lkg_Cap3,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1609,2.0728,4.077,0.0779,0.1513,0.0734,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0734."
FIC_ET_Gm_max,THIN_ET_lkg_5,TOPSIN_ET_DC_SMALL_Vbgd1,1_triangle+2_shared_node_chaining,2.1703,2.0864,3.867,0.0683,0.1417,0.0734,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0734."
SIN_ET_DC_RF_Vbin_gd,SIN_ET_lkg_SY8_80,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,1.997,1.9068,4.521,0.206,0.2794,0.0734,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0734."
MEASURE_ET_lkg_70_at20V,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap3,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1719,2.0861,3.952,0.065,0.1382,0.0732,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0732."
FIC_ET_DC_RF_Vbgs_0p01,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.068,1.9882,3.859,0.139,0.2122,0.0732,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0732."
MEASURE_ET_lkg_USV_Cap,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_SY8_80,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1693,2.0783,4.193,0.0728,0.1459,0.0731,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0731."
OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_SY8_80,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1304,2.0398,4.249,0.1059,0.179,0.0731,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0731."
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,MEASURE_ET_lkg_100,TOPSIN_ET_DC_RF_Vbgs_0p1,1_triangle+2_shared_node_chaining,2.0751,1.99,4.098,0.1427,0.2157,0.0731,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0731."
MEASURE_ET_DC_RF_Vbin_gs,MEASURE_ET_RF_Modeling_Ft,TOPSIN_ET_DC_RF_Imax,3_edge_plus_high_or_medium_conditional,2.1713,2.0862,3.92,0.0497,0.1227,0.073,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0730."
OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,THIN_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1371,2.0524,3.962,0.0916,0.1646,0.0729,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0729."
MEASURE_ET_lkg_70,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1283,2.0394,4.174,0.1051,0.1778,0.0727,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0727."
MEASURE_ET_lkg_PAD_10,OHMIC_ET_lkg_5,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1292,2.0438,4.013,0.102,0.1747,0.0726,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0726."
MEASURE_ET_lkg_USV_Cap,OHMIC_ET_lkg_5,THIN_ET_lkg_C200,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1683,2.0815,4.004,0.0709,0.1434,0.0725,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0725."
MEASURE_ET_DC_RF_CF_S12_Mag_L1002,MEASURE_ET_Rc_an_ct2_OW_CR,THIN_ET_Rc_an_ct2_OW_CR,1_triangle+2_shared_node_chaining,2.1563,2.0682,4.086,0.0829,0.1554,0.0725,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0725."
MEASURE_ET_lkg_USV_Cap,OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional+6_hub_triple_interaction_neighborhood,2.1649,2.0786,3.983,0.0749,0.1473,0.0724,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0724."
FIC_ET_lkg_SY07_10,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1369,2.0498,4.073,0.0949,0.1672,0.0724,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0724."
MEASURE_ET_lkg_PAD_10,SIN_ET_DC_RF_Vbgd_0p1,THIN_ET_DC_RF_Vg_optt3,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional+6_hub_triple_interaction_neighborhood,2.0876,2.0007,4.161,0.1353,0.2076,0.0723,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0723."
MEASURE_ET_lkg_100,MEASURE_ET_lkg_CapFICM1,OHMIC_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1727,2.0891,3.849,0.0634,0.1356,0.0723,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0723."
FIC_ET_lkg_SY07_10,MEASURE_ET_lkg_100,TOPSIN_ET_DC_RF_Vbgs_0p1,1_triangle+2_shared_node_chaining,2.0398,1.9555,4.135,0.1684,0.2407,0.0723,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0723."
FIC_ET_lkg_SY8_80,OHMIC_ET_lkg_5,THIN_ET_lkg_PAD_10,6_hub_triple_interaction_neighborhood,2.1531,2.0705,3.837,0.0814,0.1536,0.0722,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0722."
OHMIC_ET_lkg_5,TOPSIN_ET_lkg_5,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1636,2.0808,3.827,0.0703,0.1424,0.0721,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0721."
OHMIC_ET_lkg_5,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_C450pf,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1405,2.0563,3.933,0.0948,0.1667,0.0719,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0719."
MEASURE_ET_lkg_CapFICM1,MEASURE_ET_lkg_Cap_USV,OHMIC_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1701,2.081,4.106,0.0695,0.1413,0.0718,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0718."
FIC_ET_lkg_SY07_10,MEASURE_ET_lkg_USV_Cap,OHMIC_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1743,2.0881,3.965,0.066,0.1378,0.0718,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0718."
MEASURE_ET_lkg_USV_Cap,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1709,2.0868,3.877,0.0655,0.1373,0.0718,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0718."
OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_lkg_Cap3,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1562,2.0649,4.235,0.083,0.1548,0.0718,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0718."
MEASURE_ET_lkg_10,OHMIC_ET_lkg_5,THIN_ET_lkg_100_at20V,2_shared_node_chaining,2.1717,2.0831,4.079,0.0712,0.143,0.0718,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0718."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,SIN_GATE_ET_Rc_an_ct2,THIN_ET_Rc_OG142,3_edge_plus_high_or_medium_conditional,2.1282,2.0436,3.974,0.0927,0.1645,0.0718,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0718."
THIN_ET_lkg_100_at20V,THIN_ET_lkg_PAD_10,TOPSIN_ET_DC_RF_Vbgs_0p1,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.0618,1.979,4.014,0.152,0.2237,0.0717,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0717."
MEASURE_ET_lkg_100,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1486,2.0665,3.82,0.0825,0.1542,0.0717,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0717."
MEASURE_ET_lkg_CapPARCAP,OHMIC_ET_lkg_5,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.136,2.0531,3.879,0.0929,0.1646,0.0716,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0716."
MEASURE_ET_lkg_CapPARCAP,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1435,2.0592,3.935,0.0876,0.1593,0.0716,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0716."
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,OHMIC_ET_lkg_5,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1427,2.0559,4.052,0.0914,0.1629,0.0715,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0715."
MEASURE_ET_lkg_PAD_10,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1296,2.0446,3.994,0.1007,0.172,0.0713,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0713."
MEASURE_ET_lkg_50_at20V,OHMIC_ET_lkg_5,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1425,2.06,3.852,0.0909,0.1621,0.0713,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0713."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_CapFICM1,OHMIC_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1655,2.0812,3.896,0.0718,0.1429,0.0711,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0711."
MEASURE_ET_lkg_100,MEASURE_ET_lkg_70_at20V,TOPSIN_ET_DC_RF_Vbgs_0p1,1_triangle+2_shared_node_chaining,2.099,2.0211,3.715,0.1184,0.1895,0.0711,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0711."
MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap_USV,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional+6_hub_triple_interaction_neighborhood,2.1609,2.0743,4.01,0.0795,0.1503,0.0709,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0709."
SIN_ET_DC_RF_Vbin_gd,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_RF_Vbgs_0p1,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,1.9814,1.8971,4.257,0.2163,0.287,0.0707,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0707."
MEASURE_ET_DC_RF_S11ang_10GHz,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.0193,1.9305,4.395,0.19,0.2607,0.0707,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0707."
MEASURE_ET_DC_SMALL_Vbgs_0p01,MEASURE_ET_Rc_cat_ct2_OW_ST,TOPSIN_ET_DC_SMALL_Vbgd_0p1,3_edge_plus_high_or_medium_conditional,2.1952,2.114,3.698,0.0491,0.1198,0.0707,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0707."
FIC_ET_lkg_5,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap3,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1514,2.065,4.016,0.0846,0.1552,0.0706,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0706."
FIC_ET_lkg_SY07_10,MEASURE_ET_lkg_USV_Cap,TOPSIN_ET_DC_RF_Vbgs_0p1,1_triangle+2_shared_node_chaining,2.0497,1.9626,4.248,0.1668,0.2374,0.0706,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0706."
FIC_ET_lkg_SY07_10,MEASURE_ET_lkg_5,OHMIC_ET_lkg_5,6_hub_triple_interaction_neighborhood,2.139,2.0563,3.865,0.0896,0.1602,0.0706,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0706."
SIN_ET_DC_RF_Vbin_gd,THIN_ET_lkg_PAD_10,TOPSIN_ET_DC_RF_Vbgs_0p1,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,1.9756,1.8858,4.545,0.2282,0.2987,0.0705,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0705."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MaskSetSupplyChipsCount,THIN_ET_TF_AB_2,3_edge_plus_high_or_medium_conditional,2.234,2.156,3.489,0.0149,0.0853,0.0704,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0704."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_SY8_80,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.0616,1.9838,3.773,0.1476,0.2179,0.0703,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0703."
MEASURE_ET_lkg_50_at20V,MEASURE_ET_lkg_Cap_USV,OHMIC_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1784,2.0929,3.927,0.0611,0.1313,0.0702,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0702."
FIC_ET_DC_RF_Vbgs_0p01,OHMIC_ET_lkg_5,THIN_ET_lkg_C200,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.0759,1.9993,3.69,0.1374,0.2075,0.0701,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0701."
MEASURE_ET_lkg_50_at20V,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1774,2.0991,3.599,0.0572,0.1271,0.07,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0700."
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,1_triangle+2_shared_node_chaining,1.9896,1.902,4.405,0.2124,0.2824,0.07,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0700."
MEASURE_ET_lkg_10,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap3,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1756,2.0932,3.788,0.0638,0.1336,0.0698,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0698."
OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,THIN_ET_lkg_C200,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional+6_hub_triple_interaction_neighborhood,2.1501,2.0657,3.924,0.0875,0.1572,0.0697,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0697."
OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,TOPSIN_ET_lkg_Cap3,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional+6_hub_triple_interaction_neighborhood,2.1449,2.0605,3.933,0.0926,0.1622,0.0696,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0696."
MEASURE_ET_lkg_70_at20V,OHMIC_ET_lkg_5,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1408,2.06,3.776,0.0924,0.162,0.0696,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0696."
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,OHMIC_ET_lkg_5,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1403,2.0561,3.933,0.0957,0.1653,0.0696,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0696."
SIN_GATE_ET_lkg_SY8_80,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_RF_Vbgs_0p1,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.0764,1.9946,3.936,0.1408,0.2104,0.0696,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0696."
FIC_ET_lkg_5,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1732,2.0918,3.743,0.0647,0.1342,0.0695,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0695."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1595,2.0773,3.81,0.0768,0.1463,0.0695,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0695."
