parameter_A,parameter_B,parameter_C,channels,lower_order_cv_rmse,full_3way_cv_rmse,incremental_rmse_improvement_pct,lower_order_cv_r2,full_3way_cv_r2,incremental_r2,fold_reproducibility,evidence_label,reason
MEASURE_ET_lkg_100_at20V,SIN_ET_DC_RF_Vds_max_0p1mA,TOPSIN_ET_Gm_max,2_shared_node_chaining,2.0659,2.0594,0.317,0.1555,0.1627,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
CATHODE_ET_Rcat_cn_3_OW_ST,FIC_ET_DC_RF_Vdg_max_0p1mA,OHMIC_ET_Rc_an_ct2,2_shared_node_chaining,2.1663,2.1589,0.342,0.0695,0.0767,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_HIRS,OHMIC_ET_Rc_an_ct2,2_shared_node_chaining,2.2344,2.2265,0.351,0.012,0.0192,0.0072,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0072 -- inconsistent."
SIN_ET_DC_PIV_Idss_QP2,TOPSIN_ET_DC_PIV_Ids1_QP1,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,2.1981,2.1905,0.345,0.0437,0.0509,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_C20_0,TOPSIN_ET_lkg_C300pf,2_shared_node_chaining,2.1466,2.1378,0.411,0.0909,0.0981,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
GATE2_CD_Gate_Leg_Length,MEASURE_ET_C100Cap3pf,TOPSIN_ET_CapPARCAP_0,2_shared_node_chaining,2.1486,2.1404,0.382,0.0861,0.0932,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_RF2_S22ang_26GHz,TOPSIN_ET_CapPARCAP_0,TOPSIN_ET_Rc_f_tn_23,2_shared_node_chaining,2.1422,2.1309,0.528,0.0908,0.0979,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_lkg_10,MEASURE_ET_lkg_Cap_USV,THIN_ET_Rc_TF_AB_2,2_shared_node_chaining,2.1216,2.1152,0.304,0.1046,0.1117,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_lkg_10,SIN_ET_DC_RF_Vds_max_0p1mA,THIN_ET_Rc_OG142,2_shared_node_chaining,2.0303,2.022,0.411,0.1738,0.181,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_PIV_Drain_Lag_0,MEASURE_ET_Load_Pull_GL_set,MEASURE_ET_lkg_PAD_10,2_shared_node_chaining,2.0584,2.0507,0.376,0.1607,0.1679,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
OHMIC_ET_Rc_OG142,SIN_GATE_ET_Rc_an_ct2,TOPSIN_ET_sh_GA144,2_shared_node_chaining,2.2157,2.2047,0.497,0.0342,0.0414,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_Rc_f_hr_23,TOPSIN_ET_Cap3pf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,2.1405,2.1329,0.354,0.0944,0.1017,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,THIN_ET_DC_RF_Vg_optt1,TOPSIN_ET_lkg_C300pf,2_shared_node_chaining,2.139,2.13,0.42,0.0985,0.1057,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_DC_SMALL_Vbgs_0p01,MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,2_shared_node_chaining,2.1706,2.1595,0.514,0.0657,0.0729,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,THIN_ET_DC_RF_Vg_optt1,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1059,2.0967,0.438,0.1246,0.1318,0.0072,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_Stress_Vp_after,THIN_ET_lkg_50_at20V,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1432,2.1351,0.379,0.0968,0.104,0.0072,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_RF_S11dB_26GHz,MEASURE_ET_DC_RF_Vbgs_0p1,MEASURE_ET_Rc_OG142_GN,2_shared_node_chaining,2.043,2.0332,0.482,0.1728,0.18,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,THIN_ET_Ran_con_2,THIN_ET_lkg_5,2_shared_node_chaining,2.0598,2.0514,0.411,0.167,0.1742,0.0072,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,TOPSIN_ET_DC_RF_Vp_01,2_shared_node_chaining,2.129,2.1195,0.446,0.1054,0.1126,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,MEASURE_ET_lkg_70_at20V,TOPSIN_ET_DC_RF_Vp_01,2_shared_node_chaining,2.1498,2.1407,0.425,0.0889,0.0961,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
FIC_ET_DC_RF_Vdg_max_0p1mA,THIN_ET_DC_RF_Vp_1,TOPSIN_ET_Rc_OG142_GN,2_shared_node_chaining,2.2387,2.2311,0.341,0.0116,0.0187,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
BRGM_ET_i5021_1,MEASURE_ET_DC_Stress_Id_stress_before,THIN_ET_Ran_con_2,2_shared_node_chaining,2.1797,2.1716,0.369,0.0643,0.0715,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
FIC_ET_DC_RF_Vdg_max_0p1mA,OHMIC_ET_Rc_an_ct2,TOPSIN_ET_C100Cap1pf,2_shared_node_chaining,2.1161,2.1073,0.417,0.1116,0.1188,0.0072,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0072 -- inconsistent."
SIN_GATE_ET_Rc_OG142_GN,TOPSIN_ET_C100CapUSV,TOPSIN_ET_R_f_hr_3,2_shared_node_chaining,2.0417,2.0319,0.476,0.171,0.1782,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_RF_Vbin_gd,MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg_FPSD3p2,MEASURE_ET_Rc_f_hr_23,2_shared_node_chaining,2.1971,2.1883,0.402,0.0453,0.0525,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_C20_0,MEASURE_ET_Cap2pf,MaskSetSupplyChipsCount,3_edge_plus_high_conditional,2.1944,2.1842,0.463,0.0487,0.0559,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_C20_0,MEASURE_ET_Cap2pf,MEASURE_ET_RF_Modeling_S12ang_10GHz,3_edge_plus_high_conditional,2.1342,2.1249,0.437,0.1001,0.1073,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
CATHODE_ET_Rcat_cn_3_OW_ST,MEASURE_ET_lkg_Cap1,TOPSIN_ET_C100CapUSV,3_edge_plus_high_conditional,2.0498,2.0429,0.337,0.1648,0.172,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Rcat_cn_3_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_0,3_edge_plus_high_conditional,2.0672,2.0582,0.434,0.1607,0.1678,0.0072,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_C300pf,MEASURE_ET_lkg_Cap1,THIN_ET_Rc_cat_ct2,3_edge_plus_high_conditional,2.0621,2.0526,0.46,0.1586,0.1658,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_RF_Max_S11_Ph_L2180,SIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_CapUSV_0,3_edge_plus_high_conditional,2.1462,2.1386,0.354,0.0896,0.0968,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
TOPSIN_ET_CapFICM1,TOPSIN_ET_Gate_res,TOPSIN_ET_Load_Pull_Id_ini,3_edge_plus_high_conditional,2.1676,2.1581,0.441,0.0656,0.0727,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_Stress_Vp_after,THIN_ET_DC_RF_Vg_optt3,TOPSIN_ET_lkg_C175pf,3_edge_plus_high_conditional,2.1222,2.1134,0.416,0.1147,0.1219,0.0072,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_CapPARCAP_0,MEASURE_ET_DC_Stress_Id_stress_before,THIN_ET_Rcat_cn_3,3_edge_plus_high_conditional,2.1648,2.1549,0.456,0.0708,0.0781,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
FIC_ET_Rc_f_tn_23,MEASURE_ET_Cap2pf,MEASURE_ET_DC_RF_Max_S11_Ph_L2180,3_edge_plus_high_conditional,2.1505,2.1431,0.341,0.0856,0.0929,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_Cap2pf,MEASURE_ET_DC_RF_Max_S11_Ph_L2180,OHMIC_ET_Rsh_an_ct2,3_edge_plus_high_conditional,2.1675,2.1568,0.494,0.0746,0.0819,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,OHMIC_ET_OHMC,THIN_ET_TF_AB_2,3_edge_plus_high_conditional,2.1886,2.1802,0.384,0.0572,0.0644,0.0072,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_lkg_Cap2,THIN_ET_Ran_con_2,TOPSIN_ET_lkg_C450pf,3_edge_plus_high_conditional,2.1125,2.1043,0.389,0.1198,0.1269,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_ABVIETCH,MEASURE_ET_C300M1B_0,MEASURE_ET_DC_RF_Max_S11_Ph_L2180,3_edge_plus_high_conditional,2.1785,2.1704,0.371,0.0594,0.0666,0.0072,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0072 -- inconsistent."
ANODE_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_Cap1pf_0,TOPSIN_ET_Load_Pull_Id_ini,3_edge_plus_high_conditional,2.1184,2.1103,0.383,0.1061,0.1132,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,MEASURE_ET_lkg_CapPARCAP,THIN_ET_TF_AB_2,3_edge_plus_high_conditional,2.123,2.1134,0.452,0.1097,0.1168,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
FIC_ET_DC_RF_Vg_max_Vd,MEASURE_ET_Cap3pf_0,TOPSIN_ET_DC_SMALL_Vbgs1,3_edge_plus_high_conditional,2.1463,2.1379,0.39,0.0907,0.0979,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_SMALL_Vbgs_0p01,OHMIC_ET_lkg_5,TOPSIN_ET_Rc_f_tn_23,3_edge_plus_high_conditional,2.1349,2.126,0.418,0.0994,0.1065,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_SMALL_Vbgs_0p01,OHMIC_ET_lkg_5,TOPSIN_ET_DC_PIV_Drain_Lag_1,3_edge_plus_high_conditional,2.1114,2.1038,0.36,0.1178,0.125,0.0072,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0072 -- inconsistent."
FIC_ET_G_per_25,MEASURE_ET_lkg_C300FB,SIN_GATE_ET_lkg_SY8_80,3_edge_plus_high_conditional,2.1052,2.0974,0.369,0.1252,0.1324,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_RF_Max_S11_Freq_L1018,MEASURE_ET_lkg_C300FB,SIN_GATE_ET_lkg_SY8_80,3_edge_plus_high_conditional,2.1157,2.1058,0.468,0.1208,0.1279,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
CATHODE_ET_Rcat_cn_2,MEASURE_ET_DC_RF_CF_S22_Ph_L2180,MEASURE_ET_lkg_70_at20V,3_edge_plus_high_conditional,2.1539,2.1454,0.393,0.086,0.0931,0.0072,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_DC_Stress_Id_stress_before,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_5,3_edge_plus_high_conditional,2.1005,2.0914,0.434,0.1312,0.1384,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
THIN_ET_TF_AB_1,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_5,3_edge_plus_high_conditional,2.1406,2.1312,0.439,0.1006,0.1079,0.0072,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0072 -- inconsistent."
MEASURE_ET_lkg_Cap2,THIN_ET_TF_AB_2,TOPSIN_ET_lkg_C450pf,1_triangle+2_shared_node_chaining+3_edge_plus_high_conditional,2.126,2.1182,0.368,0.1092,0.1163,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_lkg_5,FIC_ET_lkg_SY8_80,MEASURE_ET_DC_Big_Vg_optt2,1_triangle+2_shared_node_chaining,2.145,2.1364,0.402,0.0877,0.0948,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_lkg_SY8_80,MEASURE_ET_lkg_C300FM1,TOPSIN_ET_CapFICM1,1_triangle+2_shared_node_chaining,2.156,2.1485,0.348,0.0838,0.0908,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_lkg_Cap2,TOPSIN_ET_lkg_Cap2,1_triangle+2_shared_node_chaining,2.1283,2.1201,0.386,0.101,0.1082,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,SIN_ET_lkg_SY07_10,TOPSIN_ET_lkg_C175pf,1_triangle+2_shared_node_chaining,2.1149,2.1059,0.424,0.1192,0.1264,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,MEASURE_ET_lkg_CapPARCAP,TOPSIN_ET_lkg_SY8_80,1_triangle+2_shared_node_chaining,2.163,2.1561,0.32,0.0711,0.0782,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_10,TOPSIN_ET_DC_SMALL_Vp_1,TOPSIN_ET_lkg_C175pf,1_triangle+2_shared_node_chaining,2.1565,2.1482,0.387,0.0853,0.0924,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
SIN_GATE_ET_lkg_SY8_80,THIN_ET_TF_AB_2,TOPSIN_ET_lkg_C500pf,1_triangle+2_shared_node_chaining,2.125,2.1166,0.396,0.1095,0.1166,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
THIN_ET_TF_AB_2,TOPSIN_ET_lkg_Cap3,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.1204,2.1124,0.377,0.1094,0.1164,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_10,SIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.111,2.1025,0.404,0.1207,0.1279,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,MEASURE_ET_lkg_Cap2,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining+3_edge_plus_high_conditional,2.1355,2.1278,0.358,0.1011,0.1082,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_Cap2,THIN_ET_DC_RF_Vg_optt3,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining+3_edge_plus_high_conditional,2.1073,2.0982,0.435,0.1241,0.1313,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_Ids_max_ON,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1538,2.1463,0.348,0.0852,0.0923,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_Ids_max_ON,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1223,2.1153,0.329,0.1094,0.1166,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1689,2.1623,0.302,0.0699,0.077,0.0071,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,TOPSIN_ET_lkg_5,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1576,2.1503,0.339,0.0802,0.0873,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SMALL_Vbin_gd,TOPSIN_ET_Cap2pf,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1399,2.1321,0.363,0.0958,0.1029,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
THIN_ET_C_AN_2_OW_CR,TOPSIN_ET_Cap2pf,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1351,2.1251,0.47,0.0992,0.1063,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
TOPSIN_ET_C300pf,TOPSIN_ET_R_f_hr_3,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1428,2.1366,0.289,0.0886,0.0956,0.0071,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_FPSD3p2,MEASURE_ET_lkg_Cap3,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,2.0837,2.0744,0.447,0.1399,0.147,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SMALL_Vp_1,THIN_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,2.1102,2.1014,0.416,0.1212,0.1283,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
SIN_GATE_ET_Rc_OG142_GN,TOPSIN_ET_C100CapUSV,TOPSIN_ET_lkg_C385pf,2_shared_node_chaining,1.9417,1.9341,0.392,0.2507,0.2578,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_C100USV_Cappf,MEASURE_ET_DC_RF_Max_S11_Ph_L2180,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1385,2.1319,0.309,0.0972,0.1042,0.0071,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_C100USV_Cappf,MEASURE_ET_Rc_cat_ct2_OW_ST,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.0815,2.0726,0.431,0.1461,0.1533,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_CapUSV,SIN_ET_DC_RF_Idss,THIN_ET_lkg_100_at20V,2_shared_node_chaining,2.1024,2.0928,0.457,0.1265,0.1336,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_DC_RF_Vp_01,SIN_ET_lkg_SY07_10,TOPSIN_ET_lkg_C385pf,2_shared_node_chaining,2.1124,2.1044,0.378,0.1187,0.1258,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_DC_RF_Vp_01,MEASURE_ET_DC_Stress_Id_max_Ig_after,SIN_ET_Probe_Number,2_shared_node_chaining,2.1215,2.113,0.401,0.1128,0.1199,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,MEASURE_ET_lkg_Cap1,THIN_ET_TF_AB_2,2_shared_node_chaining,2.136,2.1282,0.362,0.0977,0.1049,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_50,MEASURE_ET_lkg_C300FB,THIN_ET_TF_AB_2,2_shared_node_chaining,2.1595,2.1514,0.376,0.0792,0.0863,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_Cap1,THIN_ET_TF_AB_2,2_shared_node_chaining,2.1285,2.1208,0.362,0.1047,0.1118,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_Cap1,THIN_ET_TF_AB_2,THIN_ET_lkg_70_at20V,2_shared_node_chaining,2.1528,2.1442,0.399,0.0851,0.0921,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_Cap2,THIN_ET_TF_AB_2,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1445,2.1359,0.401,0.0935,0.1006,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MaskSetSupplyChipsCount,THIN_ET_TF_AB_2,TOPSIN_ET_R514,2_shared_node_chaining,2.2221,2.2148,0.33,0.0282,0.0353,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_DC_RF_Vp_01,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1471,2.1394,0.358,0.0927,0.0998,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second_SD3p5,MEASURE_ET_lkg_CapPARCAP,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1298,2.1217,0.381,0.108,0.1151,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vp_0p7_mA_mm,MEASURE_ET_lkg_C300FB,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1496,2.1416,0.37,0.0899,0.097,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1085,2.0973,0.532,0.1271,0.1342,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second_FPSD3p2,MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1373,2.1285,0.411,0.1013,0.1084,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
