parameter_A,parameter_B,parameter_C,channels,lower_order_cv_rmse,full_3way_cv_rmse,incremental_rmse_improvement_pct,lower_order_cv_r2,full_3way_cv_r2,incremental_r2,fold_reproducibility,evidence_label,reason
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_FPSD3p2,MEASURE_ET_lkg_50_at20V,THIN_ET_TF_AB_2,2_shared_node_chaining,2.1916,2.1855,0.277,0.0502,0.0572,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_lkg_50_at20V,2_shared_node_chaining,2.0702,2.0616,0.414,0.1479,0.155,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,MEASURE_ET_lkg_50_at20V,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,2.1776,2.1685,0.418,0.066,0.0731,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_50_at20V,TOPSIN_ET_DC_SMALL_Vp_01,2_shared_node_chaining,2.1135,2.1046,0.419,0.118,0.1251,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,2.0911,2.0833,0.374,0.1373,0.1445,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_C300pf,THIN_ET_lkg_C20,TOPSIN_ET_DC_SMALL_Vp_01,2_shared_node_chaining,2.1404,2.1326,0.364,0.0923,0.0994,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
BRGM_ET_Rsh_F_AB_2,THIN_ET_lkg_5,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,2.181,2.1718,0.418,0.062,0.0691,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_C100CapFICM1,MEASURE_ET_C100USV_Cappf,THIN_ET_lkg_5,2_shared_node_chaining,2.1849,2.1775,0.339,0.0587,0.0658,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_FPSD3p2,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_5,2_shared_node_chaining,2.1543,2.1467,0.353,0.0841,0.0912,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_lkg_5,MEASURE_ET_lkg_SY8_80,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,2.1388,2.1292,0.452,0.098,0.1051,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_lkg_5,THIN_ET_lkg_50_at20V,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,2.1311,2.122,0.426,0.1043,0.1114,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_CapUSV,THIN_ET_KLV_F_AB_4u,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,2.1813,2.1727,0.394,0.066,0.0731,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_lkg_SY8_80,THIN_ET_lkg_C300,TOPSIN_ET_CapFICM1,2_shared_node_chaining,2.1606,2.1528,0.36,0.0779,0.0849,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,THIN_ET_lkg_C300,TOPSIN_ET_CapFICM1,2_shared_node_chaining,2.1514,2.1441,0.342,0.0819,0.089,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_C300FM1,THIN_ET_lkg_C300,TOPSIN_ET_CapFICM1,2_shared_node_chaining,2.1207,2.1126,0.381,0.1147,0.1218,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1304,2.1227,0.364,0.1019,0.109,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_Cap2,THIN_ET_C_AN_2,TOPSIN_ET_CapFICM1,2_shared_node_chaining,2.1559,2.1494,0.303,0.0794,0.0865,0.0071,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0071 -- inconsistent."
THIN_ET_C_AN_2,THIN_ET_lkg_C20,TOPSIN_ET_CapFICM1,2_shared_node_chaining,2.1562,2.1494,0.313,0.0777,0.0848,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,MEASURE_ET_lkg_USV_Cap,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,2.1385,2.1285,0.468,0.0988,0.1059,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_Stress_Vp_after,THIN_ET_lkg_5,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1595,2.1513,0.378,0.0812,0.0883,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_Rcat_cn_3,TOPSIN_ET_Cap_USV,2_shared_node_chaining,2.1549,2.1481,0.314,0.0793,0.0863,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_DC_Stress_Id_stress_before,THIN_ET_Rc_OG142,2_shared_node_chaining,2.0916,2.0831,0.409,0.1333,0.1404,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_DC_SMALL_Vbgs_0p01,MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,2_shared_node_chaining,2.1719,2.1635,0.386,0.0651,0.0722,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,MEASURE_ET_lkg_50_at20V,MaskSetSupplyChipsCount,2_shared_node_chaining,2.1624,2.1535,0.412,0.0764,0.0835,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,TOPSIN_ET_CapFICM1,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1819,2.1741,0.356,0.0586,0.0657,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_Vp_10mA,MEASURE_ET_lkg_5,TOPSIN_ET_lkg_C385pf,2_shared_node_chaining,2.1351,2.1273,0.368,0.0967,0.1038,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_C300FB,MEASURE_ET_RF_Modeling_Vp_01_W,SIN_GATE_ET_lkg_SY07_10,2_shared_node_chaining,2.1052,2.0979,0.348,0.1257,0.1328,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,THIN_ET_C20_0,2_shared_node_chaining,2.1614,2.1551,0.294,0.0708,0.0779,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_Big_Vp_1,THIN_ET_lkg_100_at20V,THIN_ET_lkg_70_at20V,2_shared_node_chaining,2.1079,2.0978,0.48,0.1244,0.1316,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_HIRS,MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,2.1553,2.148,0.343,0.0828,0.0898,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_CapFICM1,SIN_GATE_ET_lkg_SY8_80,THIN_ET_DC_RF_Vg_optt1,2_shared_node_chaining,2.1457,2.1382,0.35,0.0922,0.0992,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_lkg_SY07_10,MEASURE_ET_DC_Big_Vg_optt2,MEASURE_ET_lkg_70_at20V,2_shared_node_chaining,2.161,2.1543,0.314,0.0749,0.082,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_70_at20V,TOPSIN_ET_DC_PIV_Ids1_QP1,TOPSIN_ET_Gm_max,2_shared_node_chaining,2.1525,2.1443,0.38,0.0872,0.0942,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_C100C175pf,MEASURE_ET_DC_RF_CF_S22_Ph_L2180,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1379,2.1297,0.387,0.0983,0.1054,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_RF_CF_S22_Ph_L2180,MEASURE_ET_Load_Pull_GL_set,MEASURE_ET_lkg_C300,2_shared_node_chaining,2.1674,2.1573,0.465,0.0733,0.0804,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,2_shared_node_chaining,1.9818,1.9749,0.349,0.2194,0.2265,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,2_shared_node_chaining,2.1453,2.1355,0.457,0.0911,0.0982,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_SY07_10,2_shared_node_chaining,2.1072,2.0996,0.359,0.1212,0.1283,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_DC_RF_Vp_01,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,THIN_ET_lkg_C300,2_shared_node_chaining,2.113,2.105,0.379,0.1178,0.1249,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_HIRS,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_100,2_shared_node_chaining,2.0857,2.078,0.374,0.1402,0.1473,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MaskSetSupplyChipsCount,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,2.1332,2.1254,0.367,0.0994,0.1064,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_RF_CF_S22_Ph_L2180,MEASURE_ET_Rc_OG144,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1474,2.1395,0.368,0.0803,0.0873,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_Vbin_gs,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.0507,2.0417,0.437,0.1684,0.1756,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first,TOPSIN_ET_DC_PIV_Ids0_QP3,TOPSIN_ET_DC_RF_Vds_max,2_shared_node_chaining,2.2357,2.2276,0.36,0.0154,0.0225,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_DC_PIV_Drain_Lag_1,MEASURE_ET_HIRS,MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,2_shared_node_chaining,2.1283,2.1205,0.369,0.1064,0.1134,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_HIRS,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap2,2_shared_node_chaining,2.1455,2.1373,0.382,0.0898,0.0969,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_lkg_SY8_80,MEASURE_ET_DC_Diode_Rs_9p5,MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,2_shared_node_chaining,2.1914,2.1832,0.373,0.0518,0.059,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_lkg_SY8_80,MEASURE_ET_DC_RF_CF_S22_Ph_L2180,MEASURE_ET_DC_SMALL_Vbin_gs,2_shared_node_chaining,2.1079,2.1001,0.372,0.1174,0.1245,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_50,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,2.0821,2.0737,0.403,0.1363,0.1433,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,MaskSetSupplyChipsCount,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1436,2.1367,0.321,0.0934,0.1005,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_Stress_Vp_after,MEASURE_ET_lkg_50,THIN_ET_lkg_C300,2_shared_node_chaining,2.1628,2.1544,0.386,0.0776,0.0847,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_10,THIN_ET_lkg_C300,TOPSIN_ET_C100Cap1pf,2_shared_node_chaining,2.1131,2.1042,0.425,0.1213,0.1284,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_C300FB_0,MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,SIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,2.1324,2.1254,0.33,0.0964,0.1036,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_C300FB_0,MEASURE_ET_lkg_C300FM1,THIN_ET_Rc_cat_ct2_OW_ST,2_shared_node_chaining,2.1062,2.0986,0.358,0.1296,0.1367,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_DC_RF_Vp_01,THIN_ET_lkg_C200,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,2.1823,2.1745,0.358,0.0591,0.0662,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_Stress_Vp_after,SIN_ET_lkg_SY07_10,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,2.1107,2.1027,0.379,0.1203,0.1274,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
THIN_ET_TF_AB_2,TOPSIN_ET_CapFICM1_0,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,2.1946,2.1872,0.335,0.0506,0.0577,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_70,TOPSIN_ET_Gm_max,2_shared_node_chaining,2.1398,2.1311,0.403,0.0972,0.1043,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_DC_RF_Vds_max,MEASURE_ET_DC_RF_Min_S21_Freq_L1018,MEASURE_ET_DC_SEC_Gm_max,2_shared_node_chaining,2.2332,2.2268,0.29,0.0094,0.0165,0.0071,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_Big_Vg_optt2,MEASURE_ET_LT_SEC_Vg_Id_min,MEASURE_ET_lkg_USV_Cap,2_shared_node_chaining,2.1229,2.1125,0.488,0.1072,0.1144,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_DC_RF_Vg_max_Vd,MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_Load_Pull_GL_set,2_shared_node_chaining,2.2162,2.2092,0.315,0.0294,0.0365,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vp_0p7_mA_mm,MEASURE_ET_lkg_C200,MEASURE_ET_lkg_PAD_10,2_shared_node_chaining,2.1109,2.102,0.42,0.1195,0.1265,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_lkg_100,MEASURE_ET_lkg_C500pf,2_shared_node_chaining,2.1004,2.0924,0.381,0.1293,0.1364,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_C300M1B,MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_FPSD3p2,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,2_shared_node_chaining,2.1271,2.1181,0.422,0.1088,0.1159,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_C300M1B,OHMIC_ET_Rc_an_ct2,TOPSIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,2.0526,2.0457,0.337,0.1614,0.1685,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
ANODE_ET_Rc_an_ct2_OW_CR,MEASURE_ET_lkg_C300FM1,TOPSIN_ET_CapFICM1_0,2_shared_node_chaining,2.0066,1.9972,0.467,0.203,0.2101,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_LT_SEC_Ileak_m10V_mA_mm,THIN_ET_lkg_50_at20V,TOPSIN_ET_CapFICM1_0,2_shared_node_chaining,2.136,2.1292,0.32,0.097,0.1041,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
CATHODE_ET_Rcat_cn_3_OW_ST,MEASURE_ET_USV_Cappf_0,THIN_ET_R_f_tn_1,2_shared_node_chaining,2.1609,2.1537,0.337,0.0769,0.084,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_C500pf,TOPSIN_ET_lkg_Cap2,2_shared_node_chaining,2.1283,2.1197,0.401,0.1068,0.1138,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
ANODE_ET_Ran_con_1,MEASURE_ET_lkg_C300pf,THIN_ET_lkg_10,2_shared_node_chaining,2.1504,2.1422,0.383,0.0889,0.096,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_C500pf,TOPSIN_ET_C100Cap1pf,TOPSIN_ET_lkg_Cap_USV,2_shared_node_chaining,2.0811,2.0729,0.392,0.1464,0.1536,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_Cap_C300FB,MEASURE_ET_DC_RF_CF_S22_Ph_L1018,THIN_ET_TF_AB_2,2_shared_node_chaining,2.2034,2.1938,0.436,0.0427,0.0498,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
FIC_ET_lkg_5,MEASURE_ET_DC_SEC_Vp_1mA,OHMIC_ET_lkg_5,2_shared_node_chaining,2.1228,2.1145,0.389,0.1094,0.1165,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,2.1298,2.1211,0.405,0.1054,0.1125,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_lkg_C175pf,TOPSIN_ET_lkg_Cap2,2_shared_node_chaining,2.172,2.1637,0.382,0.0659,0.073,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_lkg_SY8_80,THIN_ET_lkg_C20,2_shared_node_chaining,2.1709,2.1633,0.351,0.0688,0.0759,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_Rc_an_ct2,MEASURE_ET_lkg_CapFICM1,SIN_ET_DC_RF_Vbin_gs,2_shared_node_chaining,2.1171,2.1095,0.36,0.1091,0.1162,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_Rc_an_ct2,MEASURE_ET_lkg_CapFICM1,THIN_ET_lkg_70_at20V,2_shared_node_chaining,2.1156,2.1076,0.376,0.1127,0.1198,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_CapFICM1,SIN_GATE_ET_R514,THIN_ET_lkg_70_at20V,2_shared_node_chaining,2.1484,2.1401,0.389,0.0855,0.0926,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_lkg_CapFICM1,SIN_GATE_ET_R514,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.136,2.1273,0.404,0.098,0.1051,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
ANODE_ET_Ran_con_1,MEASURE_ET_DC_Diode_S11_dB_rev_9p5,MEASURE_ET_DC_PIV_Ids0_QP1,2_shared_node_chaining,2.2332,2.2241,0.408,0.0202,0.0273,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,SIN_ET_DC_RF_Vbgs1,THIN_ET_DC_RF_Vg_optt1,2_shared_node_chaining,2.1591,2.1499,0.428,0.0784,0.0855,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_C20_0,MEASURE_ET_USV_Cappf,THIN_ET_Rc_TF_AB_2,2_shared_node_chaining,2.1186,2.1117,0.324,0.11,0.1171,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_USV_Cappf,THIN_ET_C_AN_2,2_shared_node_chaining,2.2145,2.2079,0.3,0.0293,0.0364,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_Big_Vg_optt2,MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,2_shared_node_chaining,2.1919,2.1841,0.356,0.0484,0.0556,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_Big_Vg_optt2,MEASURE_ET_Load_Pull_ID_comp_Last_mA,MEASURE_ET_lkg_10,2_shared_node_chaining,2.0942,2.085,0.441,0.1384,0.1455,0.0071,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_Big_Vg_optt2,MEASURE_ET_lkg_100,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1505,2.1428,0.36,0.0867,0.0938,0.0071,5/5,WEAK,"Full 3-way model beat lower-order in only 5/5 folds, incremental R^2=0.0071 -- inconsistent."
MEASURE_ET_DC_Big_Vg_optt2,MEASURE_ET_lkg_50,MEASURE_ET_lkg_70_at20V,2_shared_node_chaining,2.1648,2.1579,0.322,0.0725,0.0796,0.0071,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=0.0071 -- inconsistent."
