parameter_A,parameter_B,parameter_C,channels,n_channels
BRIDGE_METAL_Height_Final_TOP_metal_thickness,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
BRIDGE_METAL_Height_Final_TOP_metal_thickness,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rc_cat_ct2,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rc_cat_ct2,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rc_cat_ct2,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rc_cat_ct2,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rcat_cn_1,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rcat_cn_1,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rcat_cn_1,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rcat_cn_1,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rcat_cn_2,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rcat_cn_2,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rcat_cn_3_OW_ST,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rsh_cat_c2,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rsh_cat_c2,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rsh_cat_c2,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
CATHODE_ET_Rsh_cat_c2,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_PIV_Drain_Lag_1,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_PIV_Drain_Lag_1,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_PIV_Drain_Lag_1,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_PIV_Drain_Lag_1,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_PIV_Gate_Lag_0,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Id_gm_max,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Id_gm_max,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Id_gm_max,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Id_gm_max,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Ids_m0p2,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Imax,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vbgs1,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vbgs1,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vbgs1,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vbgs_0p01,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vds_max,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vds_max,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vds_max,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vds_max,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vg_max_Vd,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vg_max_Vd,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vg_max_Vd_0p1mA,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vg_max_Vd_0p1mA,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vg_max_Vd_0p1mA,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vg_max_Vd_0p1mA,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_01,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_1,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_1,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_1,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_DC_RF_Vp_1,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Gm_m2,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Gm_m2,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Gm_m2,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Gm_m2,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Gm_max,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Gm_max,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Gm_max,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_HIRS,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_HIRS,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_HIRS,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_HIRS,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Probe_Number,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Probe_Number,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Probe_Number,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_R_f_hr_2,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_R_f_hr_2,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_R_f_hr_2,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_R_f_hr_2,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_R_f_tn_1,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_R_f_tn_1,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_R_f_tn_1,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_R_f_tn_1,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_R_f_tn_2,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_R_f_tn_2,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_R_f_tn_2,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Rc_OG142,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Rc_OG142,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Rc_OG142,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Rc_OG142,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Rc_f_hr_23,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Rc_f_hr_23,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Rc_f_hr_23,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Rc_f_tn_23,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Rc_f_tn_23,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Rc_f_tn_23,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Vds_max,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Vds_max,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Vds_max,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Vds_max,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_lkg_5,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_lkg_SY07_10,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_lkg_SY8_80,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_sh_f_tn_23,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_sh_f_tn_23,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_sh_f_tn_23,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_sh_f_tn_23,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIN_FIN_Alignment_FIN_to_ohmic_alignment,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100C300pf,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100C300pf,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100C300pf,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100CapPARCAP,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100CapPARCAP,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100CapPARCAP,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100USV_Cappf,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100USV_Cappf,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C100USV_Cappf,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C200_0,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C200_0,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C200_0,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C200_0,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C20_0,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C20_0,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C20_0,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C20_0,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300M1B_0,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C300pf,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C385pf,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C385pf,MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C385pf,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C385pf,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_Cap2pf,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_Cap2pf_0,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_Cap3pf_0,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_CapPARCAP,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_Big_S12dB_10GHz,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_Big_Vg_optt2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_Diode_Rs_9p5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_Diode_S11_dB_forw,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_PIV_Drain_Lag_0,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_PIV_Ids0_QP1,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RD_K,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF2_MAG_26GHz,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF2_S11ang_26GHz,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF2_S21ang_26GHz,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF2_S22ang_26GHz,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_CF_S11_Ph_L1002,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_CF_S12_Mag_L1002,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_CF_S21_Mag_L1018,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_CF_S22_Ph_L2180,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_Gm_m0p2_W,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_Idss_W,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_Imax_W,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_K_W,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_Max_S11_Freq_L1002,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_Max_S11_Freq_L1018,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_Min_S21_Freq_L1018,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_S11ang_10GHz,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_S11dB_26GHz,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_S22dB_26GHz_W,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_Vbgs_0p1,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_Vbin_gs,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_Vbon_min,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_Vg_Vbon_min,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_Vt_gd,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_FPSD3p2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_Vbin_gs,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_Vgs_0p1V,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_Vp_1mA,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_X_Bin,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_FPSD3p2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SMALL_Ids_m0p2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SMALL_Imax,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SMALL_Vdg_max_0p1,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SMALL_Vg_gm_max,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_Stress_Id_max_Ig_after,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_Stress_Vp_after,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_LT_SEC_Vbgd1_Vd3,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
